자치구 기준일,종로구 전체,종로구 추가,중구 전체,중구 추가,용산구 전체,용산구 추가,성동구 전체,성동구 추가,광진구 전체,광진구 추가,동대문구 전체,동대문구 추가,중랑구 전체,중랑구 추가,성북구 전체,성북구 추가,강북구 전체,강북구 추가,도봉구 전체,도봉구 추가,노원구 전체,노원구 추가,은평구 전체,은평구 추가,서대문구 전체,서대문구 추가,마포구 전체,마포구 추가,양천구 전체,양천구 추가,강서구 전체,강서구 추가,구로구 전체,구로구 추가,금천구 전체,금천구 추가,영등포구 전체,영등포구 추가,동작구 전체,동작구 추가,관악구 전체,관악구 추가,서초구 전체,서추구 추가,강남구 전체,강남구 추가,송파구 전체,송파구 추가,강동구 전체,강동구 추가,기타 전체,기타 추가,수집일
2020.10.26.00,94,0,63,0,142,0,130,0,136,0,172,0,204,1,347,0,156,0,223,0,326,1,262,1,137,0,183,0,187,0,300,1,201,1,96,0,205,1,260,1,456,0,217,2,305,1,369,3,200,0,461,1,
2020.10.25.00,94,0,63,0,142,0,130,0,136,0,172,2,203,0,347,1,156,0,223,0,325,2,261,0,137,1,183,2,187,2,299,2,200,1,96,0,204,1,259,1,456,2,215,2,304,2,366,2,200,0,460,4,
2020.10.24.00,94,0,63,0,142,2,130,0,136,0,170,0,203,1,346,1,156,0,223,0,323,0,261,0,136,0,181,1,185,0,297,1,199,3,96,0,203,4,258,2,454,0,213,1,302,3,364,1,200,0,456,1,
2020.10.23.00,94,0,63,0,140,0,130,1,136,0,170,0,202,1,345,0,156,0,223,0,323,0,261,0,136,1,180,0,185,0,296,0,196,2,96,0,199,2,256,2,454,2,212,3,299,2,363,3,200,1,455,1,
2020.10.22.00,94,0,63,0,140,0,129,0,136,0,170,0,201,0,345,0,156,0,223,1,323,0,261,1,135,0,180,0,185,1,296,0,194,1,96,0,197,0,254,0,452,7,209,0,297,4,360,0,199,1,454,1,
2020.10.21.00,94,0,63,0,140,0,129,1,136,0,170,0,201,0,345,0,156,0,222,1,323,0,260,0,135,0,180,0,184,0,296,1,193,0,96,0,197,0,254,0,445,3,209,1,293,3,360,2,198,1,453,2,
2020.10.20.00,94,0,63,0,140,1,128,0,136,0,170,0,201,2,345,1,156,0,221,0,323,0,260,0,135,0,180,0,184,1,295,0,193,0,96,0,197,0,254,1,442,0,208,1,290,2,358,0,197,0,451,3,
2020.10.19.00,94,0,63,0,139,3,128,0,136,1,170,0,199,0,344,1,156,0,221,0,323,0,260,1,135,0,180,1,183,0,295,0,193,0,96,0,197,0,253,1,442,1,207,1,288,2,358,0,197,0,448,4,
2020.10.18.00,94,0,63,0,136,0,128,0,135,0,170,0,199,0,343,0,156,0,221,0,323,1,259,0,135,2,179,1,183,2,295,0,193,0,96,1,197,0,252,0,441,6,206,0,286,2,358,3,197,1,444,0,
2020.10.17.00,94,2,63,0,136,0,128,0,135,0,170,0,199,1,343,3,156,1,221,0,322,0,259,1,133,0,178,1,181,0,295,1,193,1,95,0,197,0,252,0,435,2,206,0,284,0,355,2,196,2,444,1,
2020.10.16.00,92,0,63,0,136,1,128,0,135,0,170,1,198,1,340,2,155,0,221,1,322,1,258,1,133,0,177,0,181,0,294,0,192,1,95,0,197,0,252,1,433,2,206,2,284,0,353,3,194,2,443,0,
2020.10.15.00,92,0,63,3,135,1,128,1,135,0,169,0,197,0,338,0,155,0,220,0,321,0,257,3,133,1,177,0,181,0,294,0,191,0,95,0,197,0,251,1,431,6,204,1,284,1,350,0,192,1,443,2,
2020.10.14.00,92,1,60,1,134,0,127,0,135,0,169,3,197,3,338,1,155,0,220,0,321,0,254,1,132,1,177,2,181,1,294,0,191,0,95,0,197,0,250,2,425,4,203,0,283,3,350,1,191,0,441,2,
2020.10.13.00,91,1,59,0,134,1,127,0,135,0,166,0,194,0,337,1,155,0,220,1,321,1,253,0,131,0,175,1,180,0,294,2,191,0,95,0,197,0,248,1,421,3,203,0,280,1,349,0,191,0,439,7,
2020.10.12.00,90,0,59,0,133,4,127,0,135,0,166,2,194,1,336,0,155,0,219,1,320,4,253,0,131,0,174,2,180,0,292,1,191,2,95,0,197,1,247,1,418,5,203,1,279,1,349,2,191,2,432,1,
2020.10.11.00,90,1,59,1,129,1,127,0,135,0,164,0,193,0,336,0,155,3,218,1,316,2,253,0,131,0,172,3,180,0,291,3,189,0,95,0,196,1,246,0,413,0,202,0,278,0,347,3,189,1,431,4,
2020.10.10.00,89,0,58,0,128,1,127,0,135,1,164,0,193,1,336,1,152,1,217,5,314,1,253,0,131,0,169,1,180,0,288,0,189,0,95,0,195,2,246,1,413,0,202,0,278,0,344,3,188,0,427,7,
2020.10.09.00,89,0,58,0,127,0,127,3,134,1,164,1,192,0,335,0,151,0,212,0,313,1,253,0,131,0,168,0,180,0,288,0,189,0,95,0,193,1,245,1,413,4,202,2,278,3,341,0,188,0,420,4,
2020.10.08.00,89,0,58,0,127,1,124,1,133,0,163,0,192,0,335,0,151,0,212,0,312,2,253,1,131,0,168,0,180,0,288,0,189,0,95,0,192,0,244,0,409,2,200,1,275,0,341,1,188,1,416,0,
2020.10.07.00,89,0,58,0,126,1,123,1,133,1,163,6,192,1,335,0,151,2,212,4,310,3,252,0,131,4,168,1,180,0,288,0,189,0,95,0,192,1,244,0,407,5,199,2,275,2,340,1,187,0,416,5,
2020.10.06.00,89,0,58,0,125,1,122,0,132,1,157,1,191,1,335,0,149,1,208,0,307,2,252,0,127,0,167,0,180,0,288,1,189,2,95,1,191,1,244,1,402,2,197,1,273,0,339,0,187,0,411,3,
2020.10.05.00,89,0,58,0,124,0,122,0,131,1,156,2,190,0,335,0,148,3,208,1,305,1,252,0,127,0,167,0,180,0,287,0,187,1,94,0,190,0,243,2,400,4,196,0,273,1,339,0,187,2,408,1,
2020.10.04.00,89,0,58,0,124,1,122,0,130,0,154,0,190,1,335,0,145,0,207,0,304,0,252,0,127,0,167,0,180,0,287,0,186,1,94,0,190,0,241,0,396,3,196,0,272,1,339,0,185,0,407,1,
2020.10.03.00,89,0,58,0,123,0,122,0,130,0,154,1,189,1,335,0,145,1,207,1,304,3,252,1,127,0,167,1,180,0,287,0,185,1,94,0,190,0,241,2,393,1,196,1,271,0,339,0,185,0,406,10,
2020.10.02.00,89,1,58,0,123,0,122,2,130,0,153,1,188,0,335,1,144,0,206,0,301,0,251,0,127,0,166,4,180,0,287,2,184,1,94,1,190,0,239,3,392,3,195,0,271,1,339,0,185,0,396,1,
2020.10.01.00,88,0,58,0,123,1,120,4,130,1,152,3,188,1,334,0,144,0,206,0,301,0,251,0,127,1,162,1,180,0,285,0,183,2,93,2,190,1,236,2,389,6,195,0,270,1,339,2,185,1,395,1,
2020.09.30.00,88,0,58,0,122,0,116,0,129,0,149,0,187,0,334,0,144,0,206,0,301,0,251,0,126,0,161,0,180,0,285,0,181,0,91,0,189,0,234,1,383,3,195,2,269,0,337,0,184,0,394,30,
2020.09.29.00,88,0,58,0,122,2,116,0,129,1,149,5,187,0,334,4,144,1,206,6,301,0,251,1,126,0,161,1,180,0,285,0,181,0,91,0,189,1,233,2,380,2,193,0,269,0,337,0,184,0,364,0,
2020.09.28.00,88,0,58,0,120,0,116,0,128,0,144,0,187,0,330,0,143,0,200,0,301,0,250,1,126,0,160,0,180,0,285,0,181,0,91,0,188,0,231,0,378,1,193,0,269,2,337,1,184,1,364,0,
2020.09.27.00,88,0,58,2,120,4,116,0,128,1,144,1,187,1,330,2,143,0,200,8,301,1,249,1,126,1,160,0,180,0,285,2,181,2,91,0,188,3,231,4,377,6,193,0,267,0,336,2,183,2,364,5,
2020.09.26.00,88,0,56,1,116,0,116,0,127,0,143,0,186,0,328,0,143,0,192,0,300,0,248,0,125,0,160,0,180,0,283,1,179,0,91,0,185,1,227,0,371,3,193,2,267,3,334,0,181,0,359,1,
2020.09.25.00,88,2,55,0,116,1,116,0,127,1,143,2,186,1,328,4,143,0,192,16,300,1,248,3,125,0,160,0,180,1,282,1,179,6,91,1,184,4,227,4,368,7,191,5,264,1,334,2,181,1,358,3,
2020.09.24.00,86,0,55,0,115,2,116,2,126,0,141,0,185,0,324,0,143,1,176,0,299,0,245,1,125,0,160,0,179,0,281,6,173,0,90,0,180,1,223,0,361,3,186,1,263,2,332,2,180,0,355,3,
2020.09.23.00,86,2,55,0,113,0,114,0,126,0,141,0,185,1,324,3,142,0,176,8,299,1,244,0,125,0,160,0,179,0,275,6,173,3,90,1,179,2,223,3,358,4,185,0,261,1,330,2,180,1,352,3,
2020.09.22.00,84,0,55,0,113,0,114,1,126,2,141,0,184,1,321,0,142,1,168,1,298,1,244,3,125,0,160,5,179,3,269,5,170,1,89,2,177,2,220,4,354,5,185,1,260,0,328,1,179,0,349,0,
2020.09.21.00,84,0,55,0,113,0,113,2,124,0,141,0,183,1,321,0,141,0,167,0,297,2,241,0,125,2,155,1,176,0,264,0,169,2,87,1,175,1,216,3,349,2,184,1,260,2,327,0,179,0,349,3,
2020.09.20.00,84,0,55,1,113,0,111,0,124,1,141,0,182,1,321,0,141,0,167,0,295,0,241,0,123,0,154,0,176,2,264,0,167,0,86,1,174,0,213,1,347,2,183,1,258,4,327,3,179,0,346,3,
2020.09.19.00,84,0,54,0,113,0,111,2,123,0,141,0,181,1,321,2,141,0,167,0,295,1,241,2,123,0,154,0,174,2,264,2,167,2,85,1,174,1,212,0,345,4,182,3,254,5,324,2,179,0,343,2,
2020.09.18.00,84,0,54,0,113,0,109,0,123,0,141,0,180,1,319,1,141,0,167,2,294,4,239,1,123,2,154,3,172,3,262,3,165,0,84,0,173,1,212,1,341,4,179,2,249,3,322,5,179,0,341,3,
2020.09.17.00,84,0,54,0,113,0,109,1,123,3,141,4,179,3,318,1,141,4,165,2,290,2,238,4,121,3,151,1,169,4,259,4,165,4,84,0,172,5,211,6,337,6,177,2,246,8,317,5,179,2,338,6,
2020.09.16.00,84,1,54,0,113,2,108,0,120,0,137,2,176,1,317,2,137,0,163,0,288,6,234,1,118,3,150,1,165,3,255,3,161,1,84,0,167,2,205,4,331,2,175,3,238,1,312,6,177,0,332,6,
2020.09.15.00,83,1,54,0,111,0,108,1,120,0,135,1,175,0,315,1,137,3,163,1,282,3,233,1,115,1,149,1,162,0,252,1,160,1,84,0,165,1,201,1,329,2,172,2,237,7,306,3,177,1,326,3,
2020.09.14.00,82,0,54,0,111,0,107,0,120,0,134,0,175,1,314,2,134,1,162,2,279,4,232,2,114,0,148,2,162,0,251,2,159,1,84,1,164,2,200,0,327,4,170,2,230,4,303,6,176,1,323,4,
2020.09.13.00,82,1,54,0,111,0,107,1,120,0,134,0,174,1,312,3,133,2,160,3,275,0,230,1,114,1,146,0,162,0,249,0,158,0,83,1,162,3,200,1,323,3,168,0,226,3,297,4,175,1,319,5,
2020.09.12.00,81,2,54,0,111,1,106,0,120,0,134,0,173,0,309,0,131,0,157,1,275,3,229,3,113,0,146,0,162,1,249,1,158,1,82,0,159,0,199,0,320,11,168,2,223,5,293,5,174,1,314,1,
2020.09.11.00,79,3,54,1,110,1,106,2,120,2,134,3,173,1,309,1,131,3,156,1,272,2,226,4,113,4,146,0,161,1,248,6,157,1,82,1,159,2,199,2,309,6,166,3,218,1,288,4,173,1,313,8,
2020.09.10.00,76,7,53,0,109,1,104,0,118,0,131,0,172,0,308,0,128,1,155,3,270,3,222,4,109,1,146,0,160,0,242,1,156,0,81,1,157,0,197,3,303,3,163,1,217,1,284,2,172,2,305,2,
2020.09.09.00,69,0,53,0,108,0,104,1,118,4,131,3,172,0,308,2,127,1,152,1,267,1,218,5,108,2,146,1,160,1,241,2,156,1,80,1,157,0,194,3,300,7,162,1,216,2,282,2,170,2,303,4,
2020.09.08.00,69,2,53,0,108,1,103,2,114,2,128,1,172,4,306,5,126,2,151,4,266,3,213,4,106,3,145,3,159,1,239,5,155,3,79,1,157,7,191,4,293,5,161,4,214,2,280,6,168,1,299,6,
2020.09.07.00,67,0,53,0,107,0,101,0,112,0,127,1,168,0,301,2,124,1,147,1,263,5,209,6,103,1,142,0,158,2,234,1,152,0,78,2,150,2,187,5,288,7,157,0,212,1,274,2,167,2,293,3,
2020.09.06.00,67,0,53,0,107,0,101,1,112,2,126,0,168,5,299,4,123,2,146,1,258,3,203,2,102,2,142,2,156,3,233,3,152,0,76,1,148,3,182,1,281,4,157,1,211,3,272,6,165,5,290,4,
2020.09.05.00,67,0,53,1,107,2,100,5,110,4,126,1,163,3,295,1,121,0,145,2,255,2,201,4,100,3,140,4,153,0,230,1,152,0,75,1,145,1,181,0,277,2,156,2,208,5,266,3,160,3,286,6,
2020.09.04.00,67,0,52,0,105,0,95,2,106,4,125,1,160,5,294,2,121,0,143,2,253,3,197,1,97,1,136,1,153,1,229,0,152,0,74,0,144,0,181,0,275,5,154,5,203,4,263,0,157,3,280,6,
2020.09.03.00,67,0,52,2,105,2,93,1,102,2,124,1,155,2,292,2,121,2,141,1,250,5,196,3,96,0,135,2,152,1,229,4,152,1,74,0,144,4,181,2,270,10,149,2,199,4,263,2,154,7,274,3,
2020.09.02.00,67,2,50,0,103,1,92,2,100,4,123,5,153,6,290,4,119,6,140,3,245,4,193,7,96,3,133,1,151,2,225,5,151,0,74,1,140,3,179,0,260,6,147,4,195,9,261,1,147,4,271,4,
2020.09.01.00,65,2,50,0,102,2,90,2,96,0,118,1,147,6,286,6,113,7,137,5,241,11,186,3,93,1,132,3,149,6,220,7,151,0,73,1,137,0,179,4,254,10,143,5,186,12,260,3,143,2,267,4,
2020.08.31.00,63,0,50,1,100,0,88,1,96,2,117,2,141,2,280,4,106,4,132,7,230,7,183,3,92,1,129,1,143,1,213,4,151,1,72,2,137,0,175,13,244,5,138,0,174,2,257,1,141,2,263,4,
2020.08.30.00,63,4,49,2,100,0,87,2,94,6,115,6,139,7,276,7,102,3,125,2,223,18,180,9,91,5,128,3,142,9,209,6,150,6,70,2,137,13,162,15,239,8,138,3,172,4,256,12,139,1,259,13,
2020.08.29.00,59,0,47,3,100,1,85,0,88,5,109,2,132,4,269,6,99,4,123,6,205,7,171,1,86,5,125,2,133,3,203,4,144,2,68,3,124,5,147,12,231,10,135,6,168,4,244,14,138,2,246,7,
2020.08.28.00,59,3,44,2,99,4,85,0,83,4,107,2,128,4,263,7,95,7,117,4,198,17,170,9,81,2,123,12,130,3,199,4,142,7,65,1,119,7,135,8,221,14,129,3,164,4,230,16,136,7,239,11,
2020.08.27.00,56,2,42,1,95,3,85,0,79,1,105,0,124,4,256,8,88,0,113,2,181,18,161,4,79,4,111,2,127,2,195,10,135,8,64,3,112,0,127,6,207,7,126,2,160,2,214,8,129,2,228,8,
2020.08.26.00,54,4,41,1,92,2,85,5,78,7,105,4,120,5,248,5,88,5,111,1,163,6,157,9,75,6,109,8,125,8,185,12,127,3,61,7,112,14,121,3,200,9,124,5,158,7,206,6,127,5,220,9,
2020.08.25.00,50,1,40,0,90,3,80,2,71,6,101,3,115,13,243,10,83,2,110,6,157,17,148,6,69,4,101,2,117,6,173,2,124,2,54,2,98,4,118,1,191,8,119,5,151,5,200,8,122,10,211,14,
2020.08.24.00,49,2,40,3,87,5,78,2,65,1,98,4,102,8,233,8,81,2,104,0,140,3,142,6,65,2,99,3,111,9,171,6,122,4,52,3,94,3,117,1,183,3,114,1,146,5,192,5,112,4,197,4,
2020.08.23.00,47,1,37,1,82,4,76,1,64,2,94,4,94,5,225,15,79,4,104,3,137,14,136,11,63,1,96,4,102,4,165,7,118,2,49,1,91,6,116,9,180,5,113,7,141,7,187,5,108,12,193,12,
2020.08.22.00,46,2,36,2,78,2,75,3,62,7,90,6,89,2,210,8,75,6,101,1,123,4,125,8,62,6,92,8,98,6,158,7,116,8,48,2,85,1,107,4,175,4,106,4,134,5,182,12,96,3,181,6,
2020.08.21.00,44,3,34,4,76,2,72,4,55,3,84,6,87,7,202,9,69,2,100,6,119,6,117,10,56,0,84,2,92,2,151,14,108,5,46,2,84,1,103,2,171,3,102,6,129,5,170,12,93,4,175,7,
2020.08.20.00,41,4,30,0,74,0,68,0,52,2,78,5,80,3,193,18,67,9,94,2,113,9,107,11,56,4,82,2,90,2,137,4,103,2,44,0,83,2,101,5,168,3,96,3,124,5,158,14,89,15,168,10,
2020.08.19.00,37,4,30,1,74,4,68,2,50,3,73,6,77,9,175,20,58,8,92,4,104,9,96,6,52,3,80,8,88,4,133,2,101,6,44,1,81,3,96,4,165,6,93,6,119,6,144,11,74,8,158,8,
2020.08.18.00,33,0,29,1,70,0,66,0,47,4,67,6,68,9,155,22,50,8,88,3,95,10,90,5,49,1,72,3,84,3,131,2,95,2,43,1,78,1,92,11,159,2,87,1,113,2,133,10,66,5,150,16,
2020.08.17.00,33,2,28,1,70,3,66,1,43,3,61,3,59,5,133,18,42,3,85,3,85,15,85,2,48,0,69,4,81,1,129,6,93,0,42,0,77,0,81,1,157,0,86,0,111,1,123,8,61,5,134,6,
2020.08.16.00,31,0,27,0,67,4,65,1,40,7,58,6,54,8,115,39,39,9,82,9,70,14,83,5,48,1,65,0,80,2,123,7,93,0,42,3,77,1,80,1,157,6,86,2,110,3,115,7,56,2,128,13,
2020.08.15.00,31,0,27,1,63,1,64,1,33,0,52,3,46,1,76,15,30,0,73,1,56,4,78,1,47,3,65,6,78,1,116,2,93,0,39,0,76,2,79,2,151,2,84,8,107,5,108,6,54,5,115,1,
2020.08.14.00,31,0,26,1,62,0,63,0,33,7,49,2,45,1,61,8,30,1,72,1,52,0,77,2,44,1,59,0,77,1,114,2,93,0,39,0,74,0,77,2,149,1,76,4,102,0,102,0,49,0,114,1,
2020.08.13.00,31,1,25,2,62,1,63,1,26,2,47,0,44,0,53,2,29,0,71,0,52,1,75,4,43,0,59,0,76,2,112,3,93,0,39,0,74,0,75,0,148,1,72,2,102,0,102,0,49,0,113,1,
2020.08.12.00,30,0,23,0,61,0,62,1,24,0,47,0,44,0,51,0,29,1,71,1,51,0,71,3,43,0,59,0,74,0,109,0,93,0,39,0,74,1,75,2,147,1,70,1,102,1,102,0,49,0,112,5,
2020.08.11.00,30,0,23,0,61,0,61,0,24,0,47,0,44,0,51,0,28,0,70,0,51,0,68,0,43,0,59,0,74,2,109,0,93,0,39,0,73,1,73,1,146,0,69,1,101,0,102,0,49,0,107,2,
2020.08.10.00,30,0,23,1,61,1,61,0,24,1,47,1,44,0,51,0,28,0,70,0,51,1,68,1,43,1,59,1,72,0,109,0,93,2,39,0,72,0,72,0,146,1,68,0,101,0,102,1,49,0,105,1,
2020.08.09.00,30,1,22,0,60,0,61,0,23,1,46,0,44,0,51,3,28,0,70,1,50,0,67,1,42,1,58,1,72,0,109,0,91,0,39,0,72,0,72,0,145,0,68,0,101,0,101,0,49,0,104,4,
2020.08.08.00,29,0,22,0,60,1,61,1,22,0,46,0,44,0,48,2,28,0,69,1,50,0,66,0,41,0,57,1,72,0,109,1,91,0,39,0,72,1,72,1,145,0,68,2,101,3,101,0,49,0,100,2,
2020.08.07.00,29,0,22,0,59,2,60,1,22,0,46,0,44,0,46,1,28,0,68,2,50,0,66,0,41,0,56,2,72,0,108,0,91,0,39,0,71,0,71,1,145,0,66,0,98,0,101,0,49,0,98,1,
2020.08.06.00,29,0,22,0,57,2,59,2,22,0,46,1,44,0,45,0,28,0,66,0,50,0,66,0,41,0,54,0,72,0,108,0,91,0,39,0,71,0,70,0,145,0,66,2,98,0,101,0,49,0,97,2,
2020.08.05.00,29,0,22,0,55,0,57,0,22,0,45,0,44,0,45,1,28,0,66,1,50,0,66,2,41,0,54,0,72,0,108,0,91,0,39,0,71,1,70,0,145,0,64,0,98,0,101,1,49,0,95,0,
2020.08.04.00,29,0,22,2,55,0,57,0,22,0,45,0,44,0,44,1,28,0,65,1,50,0,64,0,41,0,54,1,72,0,108,2,91,0,39,0,70,0,70,0,145,1,64,0,98,0,100,1,49,0,95,0,
2020.08.03.00,29,0,20,0,55,1,57,0,22,0,45,1,44,0,43,1,28,0,64,0,50,0,64,0,41,0,53,0,72,0,106,1,91,0,39,0,70,0,70,0,144,0,64,0,98,0,99,0,49,0,95,1,
2020.08.02.00,29,1,20,0,54,0,57,0,22,0,44,0,44,0,42,0,28,0,64,0,50,0,64,0,41,0,53,0,72,1,105,2,91,0,39,0,70,0,70,0,144,0,64,0,98,0,99,0,49,0,94,0,
2020.08.01.00,28,0,20,0,54,0,57,0,22,0,44,0,44,0,42,0,28,0,64,0,50,0,64,0,41,0,53,1,71,0,103,0,91,0,39,0,70,0,70,0,144,0,64,1,98,0,99,0,49,0,94,0,
2020.07.31.00,28,0,20,0,54,0,57,0,22,0,44,0,44,0,42,0,28,0,64,0,50,0,64,1,41,0,52,0,71,0,103,1,91,0,39,0,70,0,70,0,144,2,63,2,98,1,99,1,49,1,94,0,
2020.07.30.00,28,0,20,0,54,0,57,0,22,0,44,0,44,0,42,1,28,0,64,0,50,0,63,0,41,0,52,0,71,0,102,0,91,1,39,0,70,0,70,0,142,1,61,0,97,0,98,0,48,0,94,0,
2020.07.29.00,28,0,20,1,54,0,57,0,22,0,44,0,44,0,41,1,28,2,64,0,50,0,63,0,41,0,52,1,71,0,102,0,90,0,39,0,70,1,70,0,141,1,61,0,97,0,98,1,48,0,94,0,
2020.07.28.00,28,0,19,0,54,0,57,0,22,0,44,0,44,0,40,0,26,1,64,0,50,0,63,0,41,0,51,1,71,0,102,0,90,0,39,0,69,0,70,0,140,1,61,0,97,0,97,1,48,0,94,3,
2020.07.27.00,28,1,19,1,54,1,57,0,22,0,44,0,44,0,40,0,25,0,64,0,50,0,63,0,41,0,50,1,71,0,102,1,90,0,39,0,69,0,70,0,139,1,61,0,97,1,96,1,48,1,91,0,
2020.07.26.00,27,0,18,0,53,0,57,0,22,0,44,1,44,0,40,0,25,0,64,0,50,0,63,0,41,0,49,1,71,1,101,0,90,0,39,0,69,0,70,0,138,0,61,1,96,0,95,2,47,0,91,1,
2020.07.25.00,27,0,18,0,53,0,57,0,22,0,43,0,44,0,40,0,25,0,64,0,50,0,63,2,41,0,48,0,70,0,101,4,90,0,39,1,69,0,70,1,138,0,60,0,96,0,93,3,47,0,90,0,
2020.07.24.00,27,0,18,0,53,0,57,1,22,0,43,0,44,0,40,0,25,0,64,1,50,0,61,0,41,0,48,0,70,0,97,2,90,1,38,0,69,1,69,1,138,1,60,0,96,0,90,11,47,0,90,1,
2020.07.23.00,27,0,18,0,53,0,56,0,22,0,43,1,44,0,40,0,25,0,63,0,50,0,61,0,41,0,48,0,70,0,95,0,89,0,38,0,68,0,68,2,137,0,60,0,96,3,79,5,47,0,89,1,
2020.07.22.00,27,1,18,1,53,0,56,1,22,1,42,1,44,0,40,0,25,0,63,0,50,0,61,3,41,0,48,0,70,0,95,3,89,0,38,0,68,0,66,1,137,0,60,0,93,0,74,5,47,0,88,0,
2020.07.21.00,26,1,17,1,53,0,55,2,21,1,41,0,44,0,40,1,25,0,63,0,50,0,58,1,41,1,48,0,70,0,92,10,89,0,38,1,68,0,65,0,137,0,60,0,93,0,69,1,47,1,88,0,
2020.07.20.00,25,0,16,0,53,0,53,0,20,0,41,0,44,0,39,1,25,0,63,0,50,0,57,0,40,1,48,0,70,0,82,1,89,0,37,0,68,0,65,0,137,0,60,0,93,0,68,0,46,0,88,0,
2020.07.19.00,25,0,16,0,53,0,53,1,20,0,41,0,44,0,38,0,25,0,63,0,50,0,57,1,39,0,48,0,70,0,81,0,89,0,37,2,68,0,65,0,137,2,60,0,93,1,68,3,46,0,88,0,
2020.07.18.00,25,0,16,0,53,0,52,1,20,0,41,0,44,0,38,0,25,0,63,0,50,0,56,1,39,0,48,1,70,0,81,0,89,0,35,0,68,0,65,0,135,0,60,0,92,1,65,2,46,0,88,0,
2020.07.17.00,25,0,16,1,53,1,51,0,20,1,41,0,44,0,38,0,25,0,63,1,50,0,55,0,39,1,47,0,70,0,81,0,89,0,35,0,68,0,65,0,135,1,60,0,91,0,63,3,46,0,88,0,
2020.07.16.00,25,0,15,1,52,0,51,0,19,0,41,0,44,0,38,0,25,1,62,0,50,0,55,0,38,0,47,0,70,0,81,0,89,1,35,0,68,0,65,0,134,1,60,0,91,0,60,2,46,1,88,0,
2020.07.15.00,25,1,14,0,52,0,51,0,19,0,41,0,44,0,38,0,24,0,62,0,50,0,55,0,38,0,47,0,70,0,81,0,88,0,35,1,68,0,65,2,133,0,60,0,91,0,58,1,45,1,88,0,
2020.07.14.00,24,1,14,0,52,0,51,0,19,0,41,0,44,0,38,0,24,0,62,0,50,0,55,1,38,0,47,0,70,0,81,0,88,0,34,1,68,0,63,1,133,0,60,0,91,2,57,1,44,0,88,0,
2020.07.13.00,23,0,14,0,52,0,51,0,19,0,41,1,44,0,38,1,24,0,62,0,50,1,54,0,38,0,47,2,70,0,81,0,88,0,33,0,68,0,62,1,133,2,60,1,89,0,56,0,44,3,88,1,
2020.07.12.00,23,0,14,0,52,0,51,1,19,0,40,0,44,1,37,0,24,0,62,0,49,0,54,0,38,0,45,0,70,0,81,0,88,0,33,0,68,1,61,1,131,0,59,0,89,1,56,0,41,2,87,0,
2020.07.11.00,23,0,14,0,52,1,50,0,19,0,40,1,43,0,37,1,24,0,62,0,49,0,54,0,38,0,45,0,70,0,81,1,88,0,33,0,67,1,60,0,131,0,59,0,88,1,56,0,39,0,87,2,
2020.07.10.00,23,0,14,0,51,0,50,0,19,0,39,0,43,0,36,2,24,0,62,0,49,0,54,0,38,0,45,0,70,0,80,1,88,0,33,0,66,0,60,1,131,0,59,0,87,2,56,0,39,1,85,1,
2020.07.09.00,23,0,14,1,51,0,50,0,19,1,39,0,43,1,34,0,24,0,62,0,49,1,54,0,38,1,45,0,70,0,79,0,88,1,33,0,66,0,59,1,131,0,59,0,85,0,56,0,38,0,84,0,
2020.07.08.00,23,0,13,0,51,0,50,0,18,1,39,0,42,1,34,0,24,0,62,0,48,2,54,0,37,1,45,4,70,0,79,0,87,0,33,0,66,0,58,1,131,1,59,0,85,0,56,0,38,0,84,0,
2020.07.07.00,23,0,13,0,51,0,50,0,17,0,39,0,41,1,34,0,24,0,62,0,46,0,54,0,36,0,41,0,70,0,79,1,87,0,33,0,66,0,57,0,130,0,59,0,85,0,56,0,38,0,84,1,
