자치구 기준일,종로구 전체,종로구 추가,중구 전체,중구 추가,용산구 전체,용산구 추가,성동구 전체,성동구 추가,광진구 전체,광진구 추가,동대문구 전체,동대문구 추가,중랑구 전체,중랑구 추가,성북구 전체,성북구 추가,강북구 전체,강북구 추가,도봉구 전체,도봉구 추가,노원구 전체,노원구 추가,은평구 전체,은평구 추가,서대문구 전체,서대문구 추가,마포구 전체,마포구 추가,양천구 전체,양천구 추가,강서구 전체,강서구 추가,구로구 전체,구로구 추가,금천구 전체,금천구 추가,영등포구 전체,영등포구 추가,동작구 전체,동작구 추가,관악구 전체,관악구 추가,서초구 전체,서추구 추가,강남구 전체,강남구 추가,송파구 전체,송파구 추가,강동구 전체,강동구 추가,기타 전체,기타 추가,수집일
2020.05.05.10,16,0,6,0,19,0,20,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,19,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,14,0,45,0,
2020.05.04.10,16,0,6,0,19,0,20,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,19,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,14,0,45,0,
2020.05.03.10,16,0,6,0,19,1,20,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,19,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,14,1,45,0,
2020.05.02.10,16,0,6,0,18,0,20,1,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,19,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,13,0,45,0,
2020.05.01.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,19,1,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,13,0,45,0,
2020.04.30.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,13,0,45,0,
2020.04.29.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,24,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,0,38,0,64,0,37,0,13,0,45,0,
2020.04.28.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,24,1,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,43,1,38,0,64,2,37,0,13,0,45,0,
2020.04.27.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,45,0,
2020.04.26.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,45,0,
2020.04.25.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,45,1,
2020.04.24.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,44,0,
2020.04.23.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,44,0,
2020.04.22.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,24,1,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,44,1,
2020.04.21.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,23,0,21,0,26,0,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,43,0,
2020.04.20.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,23,0,21,0,26,1,35,0,12,0,23,0,31,0,42,0,38,0,62,0,37,0,13,0,43,0,
2020.04.19.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,0,5,0,9,0,23,0,28,0,18,0,23,0,21,0,25,0,35,0,12,0,23,0,31,0,42,0,38,0,62,1,37,0,13,0,43,0,
2020.04.18.10,16,0,6,0,18,0,19,0,8,0,31,0,16,0,23,1,5,0,9,0,23,0,28,0,18,0,23,0,21,0,25,0,35,0,12,0,23,0,31,0,42,0,38,0,61,1,37,0,13,0,43,0,
2020.04.17.10,16,0,6,0,18,1,19,0,8,0,31,0,16,0,22,0,5,0,9,0,23,0,28,0,18,0,23,0,21,0,25,0,35,0,12,0,23,0,31,0,42,0,38,0,60,1,37,0,13,0,43,0,
2020.04.16.10,16,0,6,0,17,0,19,0,8,0,31,0,16,0,22,0,5,0,9,0,23,0,28,0,18,1,23,0,21,0,25,0,35,0,12,0,23,0,31,0,42,0,38,0,59,0,37,0,13,0,43,0,
2020.04.15.10,16,0,6,1,17,0,19,1,8,0,31,0,16,0,22,0,5,0,9,0,23,0,28,0,17,0,23,0,21,0,25,0,35,0,12,0,23,0,31,1,42,0,38,2,59,0,37,0,13,0,43,0,
2020.04.14.10,16,0,5,0,17,0,18,2,8,0,31,0,16,0,22,1,5,0,9,0,23,0,28,0,17,0,23,0,21,0,25,0,35,0,12,0,23,0,30,0,42,0,36,0,59,0,37,0,13,0,43,0,
2020.04.13.10,16,0,5,0,17,0,16,4,8,0,31,0,16,0,21,0,5,0,9,1,23,0,28,1,17,0,23,0,21,0,25,0,35,0,12,0,23,0,30,1,42,0,36,0,59,0,37,1,13,0,43,0,
2020.04.12.10,16,0,5,0,17,0,12,0,8,0,31,0,16,0,21,0,5,0,8,0,23,0,27,1,17,0,23,0,21,0,25,0,35,0,12,0,23,0,29,0,42,1,36,0,59,0,36,0,13,0,43,0,
2020.04.11.10,16,0,5,0,17,0,12,0,8,0,31,0,16,0,21,0,5,0,8,0,23,0,26,0,17,0,23,0,21,1,25,0,35,0,12,0,23,0,29,0,41,0,36,0,59,2,36,0,13,0,43,0,
2020.04.10.10,16,0,5,0,17,0,12,2,8,1,31,0,16,0,21,1,5,0,8,0,23,0,26,0,17,0,23,0,20,0,25,0,35,0,12,0,23,0,29,0,41,0,36,0,57,1,36,0,13,0,43,0,
2020.04.09.10,16,0,5,0,17,0,10,1,7,0,31,0,16,0,20,0,5,0,8,1,23,0,26,0,17,0,23,3,20,0,25,0,35,0,12,0,23,1,29,1,41,0,36,2,56,2,36,0,13,0,43,0,
2020.04.08.10,16,0,5,0,17,0,9,1,7,0,31,1,16,0,20,2,5,0,7,0,23,0,26,0,17,0,20,0,20,0,25,1,35,0,12,0,22,1,28,0,41,0,34,3,54,1,36,0,13,0,43,0,
2020.04.07.10,16,0,5,0,17,0,8,1,7,0,30,0,16,1,18,0,5,0,7,0,23,1,26,0,17,0,20,0,20,0,24,0,35,0,12,0,21,0,28,0,41,1,31,0,53,3,36,0,13,0,43,1,
2020.04.06.10,16,0,5,0,17,2,7,0,7,0,30,0,15,0,18,2,5,0,7,0,22,0,26,0,17,0,20,0,20,0,24,1,35,0,12,0,21,0,28,0,40,1,31,0,50,0,36,1,13,1,42,2,
2020.04.05.10,16,0,5,0,15,1,7,0,7,0,30,2,15,1,16,1,5,0,7,0,22,0,26,2,17,2,20,1,20,0,23,1,35,0,12,0,21,1,28,0,39,2,31,0,50,2,35,3,12,0,40,1,
2020.04.04.10,16,0,5,0,14,0,7,0,7,0,28,1,14,0,15,0,5,0,7,1,22,1,24,1,15,1,19,0,20,0,22,0,35,0,12,0,20,0,28,3,37,0,31,2,48,5,32,4,12,1,39,0,
2020.04.03.10,16,1,5,0,14,2,7,1,7,0,27,0,14,1,15,0,5,0,6,0,21,1,23,2,14,0,19,1,20,1,22,0,35,1,12,0,20,0,25,0,37,3,29,2,43,2,28,0,11,1,39,1,
2020.04.02.10,15,0,5,0,12,0,6,0,7,1,27,1,13,0,15,0,5,0,6,0,20,0,21,0,14,1,18,1,19,1,22,0,34,0,12,0,20,1,25,1,34,0,27,2,41,0,28,1,10,0,38,6,
2020.04.01.10,15,2,5,1,12,0,6,0,6,1,26,0,13,0,15,0,5,0,6,0,20,0,21,0,13,0,17,2,18,1,22,0,34,1,12,0,19,1,24,1,34,6,25,1,41,3,27,2,10,0,32,2,
2020.03.31.10,13,0,4,1,12,4,6,0,5,0,26,0,13,0,15,0,5,0,6,0,20,0,21,0,13,0,15,0,17,0,22,0,33,2,12,0,18,0,23,2,28,4,24,2,38,0,25,1,10,1,30,2,
2020.03.30.10,13,0,3,0,8,0,6,0,5,1,26,0,13,0,15,0,5,0,6,1,20,0,21,0,13,1,15,1,17,0,22,0,31,1,12,4,18,0,21,2,24,3,22,1,38,4,24,1,9,0,28,2,
2020.03.29.10,13,0,3,1,8,0,6,0,4,0,26,0,13,0,15,0,5,0,5,0,20,0,21,0,12,0,14,0,17,1,22,0,30,4,8,0,18,0,19,3,21,1,21,4,34,5,23,1,9,0,26,2,
2020.03.28.10,13,0,2,1,8,0,6,0,4,0,26,0,13,2,15,1,5,0,5,1,20,0,21,0,12,0,14,1,16,0,22,0,26,1,8,1,18,1,16,0,20,1,17,0,29,2,22,1,9,0,24,2,
2020.03.27.00,13,0,1,0,8,1,6,0,4,0,26,0,11,1,14,1,5,0,4,0,20,0,21,0,12,0,13,0,16,0,22,0,25,2,7,1,17,0,16,0,19,0,17,1,27,4,21,2,9,1,22,0,
2020.03.26.00,13,0,1,0,7,0,6,0,4,0,26,0,10,0,13,0,5,0,4,0,20,0,21,0,12,0,13,0,16,0,22,1,23,0,6,1,17,0,16,2,19,0,16,3,23,4,19,0,8,0,22,2,
2020.03.25.00,13,1,1,0,7,1,6,0,4,0,26,1,10,2,13,0,5,0,4,1,20,0,21,1,12,0,13,0,16,0,21,2,23,0,5,0,17,0,14,1,19,0,13,1,19,1,19,0,8,0,20,1,
2020.03.24.00,12,1,1,0,6,1,6,0,4,0,25,0,8,0,13,0,5,0,3,0,20,0,20,0,12,0,13,0,16,0,19,0,23,0,5,0,17,1,13,0,19,0,12,0,18,1,19,1,8,1,19,0,
2020.03.23.00,11,0,1,0,5,0,6,0,4,0,25,0,8,0,13,1,5,0,3,1,20,0,20,1,12,2,13,0,16,0,19,1,23,0,5,0,16,0,13,0,19,0,12,0,17,0,18,0,7,0,19,0,
2020.03.22.00,11,0,1,0,5,0,6,1,4,0,25,0,8,2,12,0,5,0,2,0,20,0,19,0,10,2,13,0,16,0,18,1,23,0,5,0,16,1,13,0,19,0,12,1,17,0,18,0,7,0,19,0,
2020.03.21.00,11,0,1,0,5,0,5,1,4,1,25,0,6,1,12,1,5,0,2,0,20,2,19,1,8,0,13,0,16,0,17,1,23,1,5,0,15,1,13,2,19,1,11,2,17,0,18,0,7,2,19,0,
2020.03.20.00,11,0,1,0,5,1,4,1,3,0,25,0,5,0,11,0,5,0,2,0,18,2,18,0,8,0,13,3,16,1,16,1,22,0,5,0,14,2,11,2,18,1,9,0,17,1,18,2,5,0,19,0,
2020.03.19.00,11,0,1,0,4,1,3,0,3,1,25,0,5,0,11,2,5,0,2,0,16,1,18,0,8,0,10,1,15,1,15,0,22,0,5,0,12,0,9,2,17,0,9,0,16,2,16,0,5,0,19,0,
2020.03.18.00,11,0,1,0,3,0,3,0,2,0,25,1,5,0,9,0,5,0,2,0,15,0,18,0,8,0,9,1,14,0,15,0,22,0,5,0,12,1,7,1,17,0,9,0,14,0,16,1,5,0,19,1,
2020.03.17.10,11,0,1,0,3,1,3,0,2,0,24,2,5,0,9,0,5,0,2,0,15,0,18,1,8,2,8,0,14,0,15,1,22,2,5,0,11,0,6,0,17,2,9,0,14,0,15,0,5,0,18,0,
2020.03.16.10,11,0,1,0,2,0,3,0,2,0,22,0,5,0,9,0,5,0,2,0,15,1,17,1,6,0,8,0,14,0,14,1,20,2,5,0,11,1,6,0,15,0,9,0,14,0,15,0,5,0,18,0,
2020.03.15.10,11,0,1,0,2,0,3,0,2,0,22,0,5,1,9,0,5,0,2,1,14,0,16,0,6,0,8,1,14,0,13,0,18,2,5,0,10,2,6,0,15,0,9,0,14,1,15,0,5,0,18,0,
2020.03.14.10,11,0,1,0,2,0,3,0,2,0,22,3,4,0,9,0,5,0,1,0,14,1,16,0,6,0,7,1,14,0,13,0,16,0,5,0,8,0,6,1,15,1,9,2,13,0,15,0,5,0,18,0,
2020.03.13.10,11,0,1,0,2,1,3,0,2,0,19,1,4,1,9,1,5,1,1,0,13,1,16,0,6,0,6,0,14,0,13,0,16,0,5,2,8,0,5,0,14,1,7,1,13,1,15,1,5,0,18,0,
2020.03.12.10,11,0,1,0,1,0,3,0,2,0,18,3,3,1,8,2,4,0,1,0,12,0,16,2,6,2,6,1,14,0,13,3,16,2,3,0,8,0,5,0,13,0,6,0,12,0,14,1,5,0,18,0,
2020.03.11.10,11,0,1,0,1,0,3,0,2,0,15,4,2,0,6,0,4,0,1,0,12,2,14,2,4,0,5,4,14,7,10,4,14,5,3,1,8,5,5,3,13,8,6,0,12,0,13,1,5,0,18,0,
2020.03.10.10,11,0,1,1,1,0,3,0,2,0,11,0,2,0,6,0,4,0,1,0,10,1,12,4,4,0,1,0,7,2,6,3,9,8,2,1,3,0,2,1,5,0,6,0,12,0,12,0,5,1,18,4,
2020.03.09.10,11,0,0,0,1,0,3,0,2,0,11,7,2,0,6,0,4,0,1,0,9,1,8,0,4,0,1,0,5,0,3,0,1,0,1,0,3,0,1,0,5,0,6,0,12,1,12,0,4,0,14,1,
2020.03.08.10,11,0,0,0,1,0,3,0,2,0,4,0,2,0,6,0,4,0,1,0,8,0,8,1,4,0,1,0,5,2,3,0,1,0,1,0,3,0,1,0,5,1,6,1,11,1,12,0,4,0,13,1,
2020.03.07.10,11,0,0,0,1,0,3,0,2,0,4,0,2,0,6,1,4,2,1,0,8,0,7,0,4,0,1,0,3,1,3,1,1,0,1,0,3,0,1,0,4,0,5,0,10,0,12,0,4,0,12,2,
2020.03.06.10,11,0,0,0,1,0,3,0,2,0,4,0,2,0,5,0,2,0,1,0,8,0,7,0,4,0,1,0,2,0,2,0,1,0,1,0,3,0,1,0,4,0,5,0,10,1,12,0,4,0,10,0,
2020.03.05.10,11,0,0,0,1,1,3,0,2,0,4,3,2,1,5,0,2,2,1,0,8,0,7,0,4,0,1,0,2,0,2,0,1,0,1,0,3,0,1,0,4,0,5,0,9,0,12,0,4,0,10,0,
2020.03.04.10,11,0,0,0,0,0,3,0,2,0,1,0,1,0,5,0,0,0,1,0,8,0,7,0,4,0,1,0,2,0,2,0,1,0,1,0,3,0,1,0,4,0,5,0,9,0,12,0,4,0,10,0,
2020.03.03.10,11,0,0,0,0,0,3,0,2,0,1,0,1,0,5,2,0,0,1,1,8,0,7,0,4,0,1,0,2,0,2,0,1,0,1,0,3,1,1,0,4,0,5,1,9,1,12,0,4,0,10,0,
2020.03.02.10,11,0,0,0,0,0,3,0,2,1,1,0,1,0,3,1,0,0,0,0,8,0,7,0,4,0,1,0,2,1,2,0,1,0,1,0,2,1,1,0,4,0,4,0,8,1,12,0,4,0,10,0,
2020.03.01.10,11,0,0,0,0,0,3,0,1,0,1,0,1,0,2,0,0,0,0,0,8,1,7,0,4,0,1,0,1,0,2,0,1,0,1,0,1,1,1,0,4,1,4,0,7,1,12,0,4,0,10,1,
2020.02.29.10,11,0,0,0,0,0,3,1,1,0,1,0,1,0,2,0,0,0,0,0,7,3,7,0,4,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,3,1,4,0,6,3,12,3,4,1,9,0,
2020.02.28.10,11,0,0,0,0,0,2,0,1,1,1,1,1,0,2,0,0,0,0,0,4,1,7,0,4,2,1,0,1,0,2,0,1,0,1,0,0,0,1,0,2,0,4,1,3,1,9,0,3,0,9,2,
